instance;exact_val;exact_time;apx_val;apx_time
../../../allInst/rg-016-q-3x3-W0.1.0006.ccpdp;387656;115;387656;42
../../../allInst/rg-016-q-3x3-W0.1.0007.ccpdp;309502;37;309502;12
../../../allInst/rg-016-q-3x3-W0.1.0008.ccpdp;362309;365;362309;28
../../../allInst/rg-016-q-3x3-W0.1.0009.ccpdp;422077;103;422077;45
../../../allInst/rg-016-q-3x3-W0.1.0010.ccpdp;414153;140;414153;43
../../../allInst/rg-016-q-3x3-W0.2.0001.ccpdp;365070;263;365070;37
../../../allInst/rg-016-q-3x3-W0.2.0002.ccpdp;325269;88;325269;22
../../../allInst/rg-016-q-3x3-W0.2.0003.ccpdp;369403;82;369403;19
../../../allInst/rg-016-q-3x3-W0.2.0004.ccpdp;335211;60;335211;10
../../../allInst/rg-016-q-3x3-W0.2.0005.ccpdp;262043;37;262043;13
../../../allInst/rg-016-q-3x3-W0.2.0006.ccpdp;365389;59;365389;22
../../../allInst/rg-016-q-3x3-W0.2.0007.ccpdp;275352;27;275352;9
../../../allInst/rg-016-q-3x3-W0.2.0008.ccpdp;329426;133;329426;21
../../../allInst/rg-016-q-3x3-W0.2.0009.ccpdp;382529;64;382529;21
../../../allInst/rg-016-q-3x3-W0.2.0010.ccpdp;368137;84;368137;15
../../../allInst/rg-016-q-3x3-W0.3.0001.ccpdp;320416;217;320416;20
../../../allInst/rg-016-q-3x3-W0.3.0002.ccpdp;290686;67;290686;15
../../../allInst/rg-016-q-3x3-W0.3.0003.ccpdp;325226;46;325226;15
../../../allInst/rg-016-q-3x3-W0.3.0004.ccpdp;293312;39;293312;11
../../../allInst/rg-016-q-3x3-W0.3.0005.ccpdp;229282;27;229282;14
../../../allInst/rg-016-q-3x3-W0.3.0006.ccpdp;330387;55;330387;15
../../../allInst/rg-016-q-3x3-W0.3.0007.ccpdp;240938;26;240938;10
../../../allInst/rg-016-q-3x3-W0.3.0008.ccpdp;288256;49;288256;12
../../../allInst/rg-016-q-3x3-W0.3.0009.ccpdp;336217;44;336217;18
../../../allInst/rg-016-q-3x3-W0.3.0010.ccpdp;322121;60;322121;15
../../../allInst/rg-016-q-3x3-W0.4.0001.ccpdp;274643;36;274643;14
../../../allInst/rg-016-q-3x3-W0.4.0002.ccpdp;249156;32;249156;15
../../../allInst/rg-016-q-3x3-W0.4.0003.ccpdp;278769;45;278769;15
../../../allInst/rg-016-q-3x3-W0.4.0004.ccpdp;251408;39;251408;11
../../../allInst/rg-016-q-3x3-W0.4.0005.ccpdp;196532;27;196532;14
../../../allInst/rg-016-q-3x3-W0.4.0006.ccpdp;283184;41;283184;17
../../../allInst/rg-016-q-3x3-W0.4.0007.ccpdp;206517;26;206517;10
../../../allInst/rg-016-q-3x3-W0.4.0008.ccpdp;247069;49;247069;12
../../../allInst/rg-016-q-3x3-W0.4.0009.ccpdp;288182;31;288182;13
../../../allInst/rg-016-q-3x3-W0.4.0010.ccpdp;276103;42;276103;14
../../../allInst/rg-016-q-3x3.0001.ccpdp;415566;555;484977;90
../../../allInst/rg-016-q-3x3.0002.ccpdp;369017;231;369017;23
../../../allInst/rg-016-q-3x3.0003.ccpdp;431622;973;498776;47
../../../allInst/rg-016-q-3x3.0004.ccpdp;419014;188;419014;17
../../../allInst/rg-016-q-3x3.0005.ccpdp;318953;41;318953;11
../../../allInst/rg-016-q-3x3.0006.ccpdp;404028;172;404028;31
../../../allInst/rg-016-q-3x3.0007.ccpdp;337048;49;337048;13
../../../allInst/rg-016-q-3x3.0008.ccpdp;384133;333;497076;60
../../../allInst/rg-016-q-3x3.0009.ccpdp;459688;293;459688;47
../../../allInst/rg-016-q-3x3.0010.ccpdp;446162;264;446162;19
../../../allInst/rg-016-q-4x4-W0.1.0001.ccpdp;312585;153;312585;18
../../../allInst/rg-016-q-4x4-W0.1.0002.ccpdp;232795;42;232795;16
../../../allInst/rg-016-q-4x4-W0.1.0003.ccpdp;313225;162;313225;37
../../../allInst/rg-016-q-4x4-W0.1.0004.ccpdp;322173;32;322173;14
../../../allInst/rg-016-q-4x4-W0.1.0005.ccpdp;301442;61;301442;24
../../../allInst/rg-016-q-4x4-W0.1.0006.ccpdp;270233;36;270233;10
../../../allInst/rg-016-q-4x4-W0.1.0007.ccpdp;230868;52;230868;20
../../../allInst/rg-016-q-4x4-W0.1.0008.ccpdp;341973;127;341973;63
../../../allInst/rg-016-q-4x4-W0.1.0009.ccpdp;364166;79;364166;53
../../../allInst/rg-016-q-4x4-W0.1.0010.ccpdp;377195;49;377195;25
../../../allInst/rg-016-q-4x4-W0.2.0001.ccpdp;281787;98;281787;18
../../../allInst/rg-016-q-4x4-W0.2.0002.ccpdp;206926;43;206926;16
../../../allInst/rg-016-q-4x4-W0.2.0003.ccpdp;287131;88;287131;29
../../../allInst/rg-016-q-4x4-W0.2.0004.ccpdp;286380;22;286380;12
../../../allInst/rg-016-q-4x4-W0.2.0005.ccpdp;267944;38;267944;22
../../../allInst/rg-016-q-4x4-W0.2.0006.ccpdp;240207;25;240207;10
../../../allInst/rg-016-q-4x4-W0.2.0007.ccpdp;205215;66;205215;14
../../../allInst/rg-016-q-4x4-W0.2.0008.ccpdp;307943;85;307943;26
../../../allInst/rg-016-q-4x4-W0.2.0009.ccpdp;323704;39;323704;38
../../../allInst/rg-016-q-4x4-W0.2.0010.ccpdp;336388;41;336388;13
../../../allInst/rg-016-q-4x4-W0.3.0001.ccpdp;246561;48;246561;14
../../../allInst/rg-016-q-4x4-W0.3.0002.ccpdp;181062;33;181062;16
../../../allInst/rg-016-q-4x4-W0.3.0003.ccpdp;261533;43;261533;15
../../../allInst/rg-016-q-4x4-W0.3.0004.ccpdp;250579;21;250579;12
../../../allInst/rg-016-q-4x4-W0.3.0005.ccpdp;234453;42;234453;18
../../../allInst/rg-016-q-4x4-W0.3.0006.ccpdp;210185;23;210185;10
../../../allInst/rg-016-q-4x4-W0.3.0007.ccpdp;179561;42;179561;10
../../../allInst/rg-016-q-4x4-W0.3.0008.ccpdp;269449;30;269449;18
../../../allInst/rg-016-q-4x4-W0.3.0009.ccpdp;283231;36;283231;16
../../../allInst/rg-016-q-4x4-W0.3.0010.ccpdp;294338;40;294338;10
../../../allInst/rg-016-q-4x4-W0.4.0001.ccpdp;211340;29;211340;14
../../../allInst/rg-016-q-4x4-W0.4.0002.ccpdp;155197;34;155197;16
../../../allInst/rg-016-q-4x4-W0.4.0003.ccpdp;226814;37;226814;11
../../../allInst/rg-016-q-4x4-W0.4.0004.ccpdp;214785;22;214785;12
../../../allInst/rg-016-q-4x4-W0.4.0005.ccpdp;200959;35;200959;18
../../../allInst/rg-016-q-4x4-W0.4.0006.ccpdp;180159;24;180159;10
../../../allInst/rg-016-q-4x4-W0.4.0007.ccpdp;153910;39;153910;11
../../../allInst/rg-016-q-4x4-W0.4.0008.ccpdp;230957;21;230957;12
../../../allInst/rg-016-q-4x4-W0.4.0009.ccpdp;242777;18;242777;12
../../../allInst/rg-016-q-4x4-W0.4.0010.ccpdp;252284;22;252284;10
../../../allInst/rg-016-q-4x4.0001.ccpdp;339730;218;339730;48
../../../allInst/rg-016-q-4x4.0002.ccpdp;258660;42;258660;16
../../../allInst/rg-016-q-4x4.0003.ccpdp;336233;172;336233;45
../../../allInst/rg-016-q-4x4.0004.ccpdp;353919;31;353905;15
../../../allInst/rg-016-q-4x4.0005.ccpdp;332211;75;332211;20
../../../allInst/rg-016-q-4x4.0006.ccpdp;300260;52;300260;16
../../../allInst/rg-016-q-4x4.0007.ccpdp;255918;115;255918;22
../../../allInst/rg-016-q-4x4.0008.ccpdp;366410;133;366410;38
../../../allInst/rg-016-q-4x4.0009.ccpdp;394203;131;394203;54
../../../allInst/rg-016-q-4x4.0010.ccpdp;413949;66;413949;57
../../../allInst/rg-016-q-5x5-W0.1.0001.ccpdp;267849;39;267849;13
../../../allInst/rg-016-q-5x5-W0.1.0002.ccpdp;257835;29;257835;14
../../../allInst/rg-016-q-5x5-W0.1.0003.ccpdp;275783;36;275783;10
../../../allInst/rg-016-q-5x5-W0.1.0004.ccpdp;230045;22;230045;10
../../../allInst/rg-016-q-5x5-W0.1.0005.ccpdp;289099;81;289099;61
../../../allInst/rg-016-q-5x5-W0.1.0006.ccpdp;288425;89;288425;22
../../../allInst/rg-016-q-5x5-W0.1.0007.ccpdp;231737;65;231737;18
../../../allInst/rg-016-q-5x5-W0.1.0008.ccpdp;251842;71;251842;31
../../../allInst/rg-016-q-5x5-W0.1.0009.ccpdp;236406;26;236406;13
../../../allInst/rg-016-q-5x5-W0.1.0010.ccpdp;298824;41;298824;15
../../../allInst/rg-016-q-5x5-W0.2.0001.ccpdp;238088;27;238088;14
../../../allInst/rg-016-q-5x5-W0.2.0002.ccpdp;233550;26;233550;14
../../../allInst/rg-016-q-5x5-W0.2.0003.ccpdp;245137;28;245137;10
../../../allInst/rg-016-q-5x5-W0.2.0004.ccpdp;204486;22;204486;10
../../../allInst/rg-016-q-5x5-W0.2.0005.ccpdp;258994;50;258994;33
../../../allInst/rg-016-q-5x5-W0.2.0006.ccpdp;256376;40;256376;13
../../../allInst/rg-016-q-5x5-W0.2.0007.ccpdp;205991;46;205991;13
../../../allInst/rg-016-q-5x5-W0.2.0008.ccpdp;223861;32;223861;13
../../../allInst/rg-016-q-5x5-W0.2.0009.ccpdp;210137;24;210137;12
../../../allInst/rg-016-q-5x5-W0.2.0010.ccpdp;267873;43;267873;15
../../../allInst/rg-016-q-5x5-W0.3.0001.ccpdp;208325;28;208325;14
../../../allInst/rg-016-q-5x5-W0.3.0002.ccpdp;205040;23;205040;13
../../../allInst/rg-016-q-5x5-W0.3.0003.ccpdp;214497;29;214497;10
../../../allInst/rg-016-q-5x5-W0.3.0004.ccpdp;178924;24;178924;11
../../../allInst/rg-016-q-5x5-W0.3.0005.ccpdp;226618;33;226618;18
../../../allInst/rg-016-q-5x5-W0.3.0006.ccpdp;224329;41;224329;13
../../../allInst/rg-016-q-5x5-W0.3.0007.ccpdp;180242;35;180242;10
../../../allInst/rg-016-q-5x5-W0.3.0008.ccpdp;195877;45;195877;12
../../../allInst/rg-016-q-5x5-W0.3.0009.ccpdp;183864;23;183864;12
../../../allInst/rg-016-q-5x5-W0.3.0010.ccpdp;234388;22;234388;12
../../../allInst/rg-016-q-5x5-W0.4.0001.ccpdp;178566;29;178566;13
../../../allInst/rg-016-q-5x5-W0.4.0002.ccpdp;175745;24;175745;13
../../../allInst/rg-016-q-5x5-W0.4.0003.ccpdp;183849;28;183849;10
../../../allInst/rg-016-q-5x5-W0.4.0004.ccpdp;153368;22;153368;10
../../../allInst/rg-016-q-5x5-W0.4.0005.ccpdp;194246;30;194246;16
../../../allInst/rg-016-q-5x5-W0.4.0006.ccpdp;192282;25;192282;13
../../../allInst/rg-016-q-5x5-W0.4.0007.ccpdp;154492;28;154492;10
../../../allInst/rg-016-q-5x5-W0.4.0008.ccpdp;167894;31;167894;12
../../../allInst/rg-016-q-5x5-W0.4.0009.ccpdp;157603;23;157603;12
../../../allInst/rg-016-q-5x5-W0.4.0010.ccpdp;200902;20;200902;10
../../../allInst/rg-016-q-5x5.0001.ccpdp;297607;44;297607;21
../../../allInst/rg-016-q-5x5.0002.ccpdp;282200;28;282200;14
../../../allInst/rg-016-q-5x5.0003.ccpdp;302725;47;302725;13
../../../allInst/rg-016-q-5x5.0004.ccpdp;255606;23;255606;11
../../../allInst/rg-016-q-5x5.0005.ccpdp;309738;68;309738;22
../../../allInst/rg-016-q-5x5.0006.ccpdp;310252;144;310252;22
../../../allInst/rg-016-q-5x5.0007.ccpdp;257216;78;257216;21
../../../allInst/rg-016-q-5x5.0008.ccpdp;275833;81;275833;16
../../../allInst/rg-016-q-5x5.0009.ccpdp;262669;26;262669;13
../../../allInst/rg-016-q-5x5.0010.ccpdp;324227;41;324227;13
../../../allInst/rg-032-q-1x1.0001.ccpdp;660077;287126;752784;808
../../../allInst/rg-032-q-1x1.0002.ccpdp;646673;3193972;741945;520
../../../allInst/rg-032-q-1x1.0003.ccpdp;627182;472582;690588;860
../../../allInst/rg-032-q-1x1.0004.ccpdp;612576;439147;754455;758
../../../allInst/rg-032-q-1x1.0005.ccpdp;630888;5533094;630888;1130
../../../allInst/rg-032-q-1x1.0006.ccpdp;650339;317799;705117;696
../../../allInst/rg-032-q-1x1.0007.ccpdp;638596;168564;680216;358
../../../allInst/rg-032-q-1x1.0008.ccpdp;616429;1244941;665308;973
../../../allInst/rg-032-q-1x1.0009.ccpdp;640689;1236040;764734;968
../../../allInst/rg-032-q-1x1.0010.ccpdp;634485;443143;652651;1044
../../../allInst/rg-032-q-2x2-W0.1.0001.ccpdp;544613;209648;598365;833
../../../allInst/rg-032-q-2x2-W0.1.0002.ccpdp;592596;183647;592596;694
../../../allInst/rg-032-q-2x2-W0.1.0003.ccpdp;524743;45324;524743;357
../../../allInst/rg-032-q-2x2-W0.1.0004.ccpdp;566443;339902;658568;655
../../../allInst/rg-032-q-2x2-W0.1.0005.ccpdp;574240;900114;584315;631
../../../allInst/rg-032-q-2x2-W0.1.0006.ccpdp;572280;341212;629983;849
../../../allInst/rg-032-q-2x2-W0.1.0007.ccpdp;557492;96635;557492;991
../../../allInst/rg-032-q-2x2-W0.1.0008.ccpdp;595656;96835;595656;445
../../../allInst/rg-032-q-2x2-W0.1.0009.ccpdp;628820;1242624;803715;1430
../../../allInst/rg-032-q-2x2-W0.1.0010.ccpdp;586244;517421;753253;855
../../../allInst/rg-032-q-2x2-W0.2.0001.ccpdp;505439;147638;526395;1124
../../../allInst/rg-032-q-2x2-W0.2.0002.ccpdp;544203;45583;566846;751
../../../allInst/rg-032-q-2x2-W0.2.0003.ccpdp;477333;27216;477333;345
../../../allInst/rg-032-q-2x2-W0.2.0004.ccpdp;522898;110468;690363;596
../../../allInst/rg-032-q-2x2-W0.2.0005.ccpdp;518322;61092;518322;466
../../../allInst/rg-032-q-2x2-W0.2.0006.ccpdp;527606;97133;527606;771
../../../allInst/rg-032-q-2x2-W0.2.0007.ccpdp;515064;58031;515064;959
../../../allInst/rg-032-q-2x2-W0.2.0008.ccpdp;549008;24560;549008;353
../../../allInst/rg-032-q-2x2-W0.2.0009.ccpdp;567759;90067;594675;513
../../../allInst/rg-032-q-2x2-W0.2.0010.ccpdp;537083;42051;537083;345
../../../allInst/rg-032-q-2x2-W0.3.0001.ccpdp;463829;64183;463829;778
../../../allInst/rg-032-q-2x2-W0.3.0002.ccpdp;476176;19049;495989;335
../../../allInst/rg-032-q-2x2-W0.3.0003.ccpdp;418706;3943;418706;136
../../../allInst/rg-032-q-2x2-W0.3.0004.ccpdp;457536;51469;457536;330
../../../allInst/rg-032-q-2x2-W0.3.0005.ccpdp;453533;5264;453533;324
../../../allInst/rg-032-q-2x2-W0.3.0006.ccpdp;465417;83461;465417;455
../../../allInst/rg-032-q-2x2-W0.3.0007.ccpdp;452780;14274;452780;464
../../../allInst/rg-032-q-2x2-W0.3.0008.ccpdp;495657;7820;495657;199
../../../allInst/rg-032-q-2x2-W0.3.0009.ccpdp;496788;14005;520340;235
../../../allInst/rg-032-q-2x2-W0.3.0010.ccpdp;469949;1471;469949;168
../../../allInst/rg-032-q-2x2-W0.4.0001.ccpdp;397572;7523;397572;408
../../../allInst/rg-032-q-2x2-W0.4.0002.ccpdp;408152;6296;425135;317
../../../allInst/rg-032-q-2x2-W0.4.0003.ccpdp;358896;1827;358896;135
../../../allInst/rg-032-q-2x2-W0.4.0004.ccpdp;392174;8787;392174;294
../../../allInst/rg-032-q-2x2-W0.4.0005.ccpdp;388743;2416;388743;224
../../../allInst/rg-032-q-2x2-W0.4.0006.ccpdp;398930;7905;398930;413
../../../allInst/rg-032-q-2x2-W0.4.0007.ccpdp;388101;12643;388101;471
../../../allInst/rg-032-q-2x2-W0.4.0008.ccpdp;424854;2330;424854;145
../../../allInst/rg-032-q-2x2-W0.4.0009.ccpdp;425820;1479;446008;256
../../../allInst/rg-032-q-2x2-W0.4.0010.ccpdp;402811;1343;402811;166
../../../allInst/rg-032-q-2x2.0001.ccpdp;572187;368448;710358;651
../../../allInst/rg-032-q-2x2.0002.ccpdp;630639;581993;754814;957
../../../allInst/rg-032-q-2x2.0003.ccpdp;571042;293200;571042;501
../../../allInst/rg-032-q-2x2.0004.ccpdp;606199;1161931;734048;830
../../../allInst/rg-032-q-2x2.0005.ccpdp;608996;122061;692970;640
../../../allInst/rg-032-q-2x2.0006.ccpdp;610664;661038;610664;964
../../../allInst/rg-032-q-2x2.0007.ccpdp;600298;302680;702194;817
../../../allInst/rg-032-q-2x2.0008.ccpdp;638582;89076;638582;837
../../../allInst/rg-032-q-2x2.0009.ccpdp;665593;3059600;727422;1381
../../../allInst/rg-032-q-2x2.0010.ccpdp;617178;2178121;814804;687
../../../allInst/rg-032-q-3x3-W0.1.0001.ccpdp;558378;119780;558378;657
../../../allInst/rg-032-q-3x3-W0.1.0002.ccpdp;547099;144713;647530;601
../../../allInst/rg-032-q-3x3-W0.1.0003.ccpdp;593524;68133;736923;583
../../../allInst/rg-032-q-3x3-W0.1.0004.ccpdp;560707;6290;566621;465
../../../allInst/rg-032-q-3x3-W0.1.0005.ccpdp;538524;67027;560835;769
../../../allInst/rg-032-q-3x3-W0.1.0006.ccpdp;627311;76689;753950;592
../../../allInst/rg-032-q-3x3-W0.1.0007.ccpdp;533998;25313;533998;315
../../../allInst/rg-032-q-3x3-W0.1.0008.ccpdp;566931;72910;566931;384
../../../allInst/rg-032-q-3x3-W0.1.0009.ccpdp;586027;225752;700837;950
../../../allInst/rg-032-q-3x3-W0.1.0010.ccpdp;520550;37459;562263;521
../../../allInst/rg-032-q-3x3-W0.2.0001.ccpdp;499806;22987;499806;511
../../../allInst/rg-032-q-3x3-W0.2.0002.ccpdp;516149;109288;629851;511
../../../allInst/rg-032-q-3x3-W0.2.0003.ccpdp;554765;62887;567878;665
../../../allInst/rg-032-q-3x3-W0.2.0004.ccpdp;516920;4061;522178;293
../../../allInst/rg-032-q-3x3-W0.2.0005.ccpdp;486976;7093;506807;553
../../../allInst/rg-032-q-3x3-W0.2.0006.ccpdp;593911;41719;593911;771
../../../allInst/rg-032-q-3x3-W0.2.0007.ccpdp;487115;3215;487115;118
../../../allInst/rg-032-q-3x3-W0.2.0008.ccpdp;530204;60381;530204;405
../../../allInst/rg-032-q-3x3-W0.2.0009.ccpdp;547883;470230;547883;962
../../../allInst/rg-032-q-3x3-W0.2.0010.ccpdp;476506;16204;476506;391
../../../allInst/rg-032-q-3x3-W0.3.0001.ccpdp;437326;1941;437326;130
../../../allInst/rg-032-q-3x3-W0.3.0002.ccpdp;462262;43039;462262;272
../../../allInst/rg-032-q-3x3-W0.3.0003.ccpdp;499391;12249;499391;194
../../../allInst/rg-032-q-3x3-W0.3.0004.ccpdp;467867;2302;467867;265
../../../allInst/rg-032-q-3x3-W0.3.0005.ccpdp;426098;1875;443453;162
../../../allInst/rg-032-q-3x3-W0.3.0006.ccpdp;544288;7888;544288;195
../../../allInst/rg-032-q-3x3-W0.3.0007.ccpdp;440151;3638;440151;191
../../../allInst/rg-032-q-3x3-W0.3.0008.ccpdp;464022;8739;464022;219
../../../allInst/rg-032-q-3x3-W0.3.0009.ccpdp;480123;11784;480123;137
../../../allInst/rg-032-q-3x3-W0.3.0010.ccpdp;419114;1446;419114;219
../../../allInst/rg-032-q-3x3-W0.4.0001.ccpdp;374857;625;374857;125
../../../allInst/rg-032-q-3x3-W0.4.0002.ccpdp;396226;2971;396226;172
../../../allInst/rg-032-q-3x3-W0.4.0003.ccpdp;428050;2875;428050;126
../../../allInst/rg-032-q-3x3-W0.4.0004.ccpdp;401630;962;401630;64
../../../allInst/rg-032-q-3x3-W0.4.0005.ccpdp;365228;1935;380102;128
../../../allInst/rg-032-q-3x3-W0.4.0006.ccpdp;471955;1981;471955;185
../../../allInst/rg-032-q-3x3-W0.4.0007.ccpdp;380502;1617;380502;106
../../../allInst/rg-032-q-3x3-W0.4.0008.ccpdp;397730;3558;397730;140
../../../allInst/rg-032-q-3x3-W0.4.0009.ccpdp;411532;1612;411532;80
../../../allInst/rg-032-q-3x3-W0.4.0010.ccpdp;359236;1229;359236;108
../../../allInst/rg-032-q-3x3.0001.ccpdp;590119;57999;690380;561
../../../allInst/rg-032-q-3x3.0002.ccpdp;569855;256755;602715;876
../../../allInst/rg-032-q-3x3.0003.ccpdp;623215;144629;759094;702
../../../allInst/rg-032-q-3x3.0004.ccpdp;599605;39269;652524;747
../../../allInst/rg-032-q-3x3.0005.ccpdp;571324;186198;596114;685
../../../allInst/rg-032-q-3x3.0006.ccpdp;654262;234166;689263;653
../../../allInst/rg-032-q-3x3.0007.ccpdp;564576;125949;564576;742
../../../allInst/rg-032-q-3x3.0008.ccpdp;595283;263502;604784;625
